0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
99,1
99,3
99,1
99,1
99,1
99,1
99,1
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,3
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,3
99,1
99,3
99,1
99,0
5,5
5,5
5,5
5,0
5,5
5,5
5,0
5,5
5,0
5,3
5,5
5,3
5,3
5,5
5,5
5,5
5,3
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,1
5,5
5,5
5,5
5,5
5,5
5,5
99,3
99,1
99,1
99,1
99,3
99,1
99,3
99,0
99,0
99,3
99,1
99,1
99,1
99,3
99,0
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,3
99,1
99,1
99,1
99,0
99,3
99,1
99,0
99,0
99,1
99,0
99,0
99,1
99,0
99,0
99,0
99,1
99,1
99,0
99,1
99,0
99,3
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,3
99,0
99,1
99,0
99,1
99,1
99,0
99,0
99,1
99,0
99,1
99,1
99,1
99,1
99,1
99,0
99,1
99,1
99,1
99,3
99,1
99,1
99,1
99,1
99,3
99,0
99,0
99,0
99,0
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,1
99,0
99,1
99,1
99,0
